Domain,Zone,Region,Branch Name,Branch Code,No_of_Samity,No_of_Members,No_of_Borrower,SEP_2025_ Month_Loan,Loan_Outstanding_Principal,Loan_Service_Charge,Total_Outstanding,Overdue_Principal,Overdue_Service_Charge,Total_Overdue,GS,SS,TSS,TDMB,Total_Savings_Balance
OP Domain Barisal,Barisal Zone,Patuakhali Region,Potuakhali,0768,92,1585,1481,10008000,65332915,8750918,74083833,10115188,1329325,11444513,15839985,4022339,6864400,240000,26966724
OP Domain Comilla,Chandpur Zone,kochua Region,Khila Bazar,0769,64,920,803,8385000,49206001,7029604,56235605,4035006,547278,4582284,11854366,3196192,3470800,810000,19331358
OP Domain Comilla,Laxmipur Zone,Alexander Region,Sayednagor,0770,64,1212,1055,10160000,63177246,8625490,71802736,1240219,168250,1408469,9597877,6840149,5542200,40000,22020226
OP Domain Mymensingh,Netrokona Zone,Shamgonj Region,Purbadhala,0771,83,1749,1492,10650000,65535897,8821506,74357403,5249781,699288,5949069,16048063,3466195,6577200,1490000,27581458
OP Domain Sylhet,Beanibazar Zone,Gowainghat Region,Gowainghat,0772,98,1800,1478,12940000,79286143,10649939,89936082,1387008,183867,1570875,23904155,7537182,10819800,1360000,43621137
OP Domain Sylhet,Hobigonj Zone,Madhobpur Region,Asampara,0773,72,1260,1187,8378000,58819932,7913562,66733494,11202786,1566145,12768931,12937416,3646690,3043800,0,19627906
OP Domain Sylhet,Moulvibazar Zone,Auskandi Region,Nabiganj-2,0774,89,1009,904,9225000,55797500,7523574,63321074,5169422,696718,5866140,14517683,3198996,4293000,525000,22534679
OP Domain Barisal,Madaripur Zone,Vedorgonj Region,Sakhipur-2,0775,88,1676,1532,12975000,74222399,10169657,84392056,9315229,1226577,10541806,12249253,3034276,3776100,300000,19359629
OP Domain Sylhet,Moulvibazar Zone,Komolganj Region,Adampur,0776,154,2098,1726,7805000,63918381,8757343,72675724,16743123,2437997,19181120,16883097,4386433,5002650,320000,26592180
OP Domain Khulna,Satkhira Zone,Paikgasa Region,Koyra,0777,82,1629,1369,6040000,45530470,6195841,51726311,9132806,1289002,10421808,9490669,1344216,2113600,1575000,14523485
OP Domain Barisal,Barisal Zone,Patuakhali Region,Baufal,0778,101,1457,1353,6190000,53603019,7099473,60702492,14087614,1861114,15948728,9529627,2438282,2792500,280000,15040409
OP Domain Mymensingh,Netrokona Zone,Shamgonj Region,Shamgonj,0779,91,1590,1453,10270000,68468220,8913875,77382095,6992877,911867,7904744,11924578,4792109,4585900,460000,21762587
OP Domain Sylhet,Sylhet Zone,Khadimnagar Region,Gasbari-2,0780,103,1915,1753,18580000,105900107,13973260,119873367,1279613,166473,1446086,25301498,8130898,12431400,1095000,46958796
OP Domain Comilla,Comilla West Zone,Gowripur Region,Sacharbazar,0781,86,1141,1035,6980000,65950301,8987721,74938023,7844644,1056966,8901610,11202300,2583979,2685100,1265000,17736379
OP Domain Khulna,Kushtia Zone,RAJBARI REGION,Sonapur-2,0782,80,1356,1229,5955000,42465534,5612769,48078303,9197073,1201971,10399044,8366719,1143746,1606500,375000,11491965
OP Domain Barisal,Barisal Zone,Patuakhali Region,Amtoli,0783,103,1729,1637,9255000,63952963,8584631,72537595,8778522,1157789,9936311,15394562,4978004,3396430,170000,23938996
OP Domain Comilla,Laxmipur Zone,Laxmipur Region,Andarchar,0784,78,981,819,8968000,61626592,8872359,70498952,2121399,307184,2428583,11299960,4460896,4313300,570000,20644156
OP Domain Sylhet,Moulvibazar Zone,Auskandi Region,Paniumda,0785,98,1690,1448,17720000,106914192,14418971,121333163,3227236,436033,3663269,28925867,8299271,11408100,1145000,49778238
OP Domain Comilla,Comilla Zone,Bagmara Region,Barura-2,0786,83,1089,1041,11145000,76688759,11544451,88233210,8124570,1103575,9228145,13127619,3839382,3570300,155000,20692301
OP Domain Barisal,Barisal Zone,Ujirpur Region,Sahebrampur,0787,81,1073,940,7220000,41656001,5683976,47339977,7555563,1001694,8557257,6768649,2502263,2703900,850000,12824812
OP Domain Dhaka,Dhamrai Zone,Ghior Region,Tepra,0788,76,1312,1190,7590000,53099475,7423701,60523176,13466070,1897638,15363708,9612490,1393294,2036100,850000,13891884
OP Domain Mymensingh,Tangail Zone,Tangail Region,Lauhati,0789,67,1099,929,7670000,44488621,6025415,50514035,5643949,748964,6392913,15882416,1944801,2237800,7985000,28050017
OP Domain Barisal,Barisal Zone,Patuakhali Region,Doshmina,0790,80,1245,1143,5930000,41744237,5531546,47275783,6806821,900431,7707252,15093985,2425656,2398000,3800000,23717641
OP Domain Mymensingh,Gazipur Zone,Sreepur Region,Mawna-2,0791,67,1117,1015,7815000,54234967,8181823,62416791,6724479,986316,7710795,10597940,2094378,3186900,425000,16304218
OP Domain Khulna,Khulna Zone,Khulna Region,Khalishpur,0792,71,1397,1317,5980000,39612065,5514250,45126315,9622369,1538634,11161003,10382687,1451269,1182500,65000,13081456
OP Domain Chittagaon,Chittagong North Zone,Kumira Region,Enamnahar,0793,53,1320,1225,13600000,77583090,10868551,88451641,2147571,282781,2430352,14155220,7250272,3617495,557350,25580337
OP Domain Barisal,Faridpur Zone,Faridpur Region,Kanaipur,0794,81,1173,1043,6830000,43913437,5989201,49902638,6453024,845775,7298799,7565630,2514030,3044900,550000,13674560
OP Domain Sylhet,Sylhet Zone,Biswanath Region,Jagannathpur,0795,85,1506,1330,15200000,88509765,11623152,100132917,4499829,596040,5095869,18294153,4703285,9561400,760000,33318838
OP Domain Comilla,Comilla West Zone,Kutir Bazar Region,Bangura,0796,61,1091,978,9490000,76132064,11317485,87449549,8396262,1137095,9533357,10197805,4356964,4561900,875000,19991669
OP Domain Comilla,Comilla West Zone,Homna Region,Meghna,0797,84,878,829,12170000,71508547,10589663,82098210,6841431,953937,7795368,9608732,3505320,3346800,135000,16595852
OP Domain Rangpur,Rangpur Zone,Rangpur Region,Gangachara,0798,123,2378,2223,10515000,69002258,9212837,78215095,11251548,1563672,12815220,16690959,2561816,2812300,2550000,24615075
OP Domain Comilla,Chandpur Zone,Motlob Region,Nayer gaon,0799,94,1324,1186,14325000,97998563,14872390,112870953,6561217,874067,7435284,17218992,5102662,3427200,1775000,27523854
OP Domain Rangpur,Polashbari Zone,Polashbari Region,Chatra,0800,74,1379,1116,5423000,39110559,5195429,44305988,7576357,985124,8561481,5852338,1995458,3059400,205000,11112196
OP Domain Rangpur,Gaibandha Zone,Saghata Region,Badiakhali,0801,99,1943,1603,14246000,90981367,12155867,103137234,2634987,348368,2983355,17143393,4808282,14874000,3850000,40675675
OP Domain Comilla,Comilla West Zone,Srikail Region,Ramchandropur,0802,89,1350,1263,18730000,115111557,17249399,132360957,11258413,1550939,12809352,11209617,7818749,5598100,355000,24981466
OP Domain Dhaka,Dhaka North Zone,Kalyanpur Region,Atibazar,0803,82,1185,1121,7100000,54424798,7396862,61821660,6918359,906816,7825175,12093387,4469603,2679800,300000,19542790
OP Domain Chittagaon,Satkania Zone,Eidgaon Region,Banglabazar,0804,90,1412,1281,14690000,80798790,10993122,91791913,6491507,866059,7357566,16236427,4218043,3191100,1170000,24815570
OP Domain Rangpur,Gaibandha Zone,Gaibandha Region,Khankah Sharif,0805,119,2906,2483,14654000,91623121,12334626,103957748,11081446,1505271,12586717,21700624,5310143,6021500,2850000,35882267
OP Domain Bogra,Bogra Central Zone,Central Region,Kendrio-2,0806,134,3644,2608,14993000,117103749,853454,117957203,9490062,993365,10483427,38452560,4686636,6550942,12414200,62104338
OP Domain Sylhet,Hobigonj Zone,Ashugonj Region,Bijoynagar-2,0807,82,890,712,7220000,49663344,7040355,56703699,9450413,1529725,10980138,9917522,2765101,3053300,225000,15960923
OP Domain Comilla,Comilla Zone,Comilla Region,Kotbari,0808,77,1249,1120,13165000,107998544,3718107,111716651,8264601,1005398,9269999,16573481,6307646,6141300,2265000,31287427
OP Domain Barisal,Barisal Zone,Patuakhali Region,Barguna,0809,96,1476,1378,5585000,43196228,5820996,49017224,12970220,1776491,14746711,8452268,1528749,2130200,75000,12186217
OP Domain Barisal,Madaripur Zone,Mostofapur Region,Mostofapur,0810,96,1123,988,13950000,103230421,15005314,118235735,8818539,1311077,10129615,15053289,5976884,4999000,375000,26404173
OP Domain Barisal,Madaripur Zone,Vedorgonj Region,Bhedarganj,0811,70,1206,1094,9825000,53739282,7492630,61231913,6375585,836627,7212212,8269644,3225556,1704800,900000,14100000
OP Domain Barisal,Barisal Zone,Ujirpur Region,Muladi,0812,76,1261,1135,8530000,49868043,6754171,56622214,6893544,904528,7798072,11348199,2384349,3699800,295000,17727348
OP Domain Barisal,Madaripur Zone,Mostofapur Region,Pachkhola,0813,70,1387,1181,16220000,94440901,13258532,107699433,4196425,569897,4766322,15598008,7546056,4956200,550000,28650264
OP Domain Barisal,Faridpur Zone,Bhanga Region,Hatkrishnapur,0814,64,808,745,5495000,31893966,4293818,36187784,5650893,740366,6391259,5928701,1947211,882600,525000,9283512
OP Domain Barisal,Faridpur Zone,Faridpur Region,Charbhadrasan,0815,60,789,731,5530000,32973902,4438408,37412311,7305648,971060,8276708,6722854,1842095,1203600,325000,10093549
OP Domain Rangpur,Lalmonirhat Zone,Lalmonirhat Region,Lalmonirhat-2,0816,108,1926,1509,7976000,46003439,6077282,52080721,5479967,735113,6215080,14307139,2687296,4134500,4425000,25553935
OP Domain Rangpur,Lalmonirhat Zone,Hatibandha Region,Patgram-2,0817,123,2630,2181,12385000,68270279,8969533,77239812,3789053,490773,4279826,16105642,3517732,2345800,150000,22119174
OP Domain Rangpur,Kurigram Zone,Kurigram Region,Ghogadaha,0818,89,2035,1562,8709000,51097276,6542200,57639476,4898565,603826,5502391,16719377,2884557,2214400,600000,22418334
OP Domain Rangpur,Kurigram Zone,Nageshori Region,Kashipur,0819,106,2232,1318,6997000,45954722,5837736,51792458,2608211,317619,2925830,16802830,4790722,4510900,3200000,29304452
OP Domain Rangpur,Gaibandha Zone,Saghata Region,Shaghata,0820,91,1614,1288,6995000,48273724,6442354,54716078,8437615,1121077,9558692,11922391,2042497,4052400,1100000,19117288
OP Domain Mymensingh,Jamalpur Zone,Jamalpur Region,Jamalpur,0821,75,1061,903,6970000,38992665,5142762,44135427,4954020,643794,5597814,13299507,1981622,1942300,3400000,20623429
OP Domain Mymensingh,Jamalpur Zone,Sherpur-2 Region,Sherpur-4,0822,71,1136,991,6400000,37736260,5058651,42794911,2242162,294059,2536221,8232457,3876827,2244600,40000,14393884
OP Domain Mymensingh,Jamalpur Zone,Sarishabari Region,Dhanbari,0823,66,947,770,7205000,40557300,5381770,45939070,2109361,276280,2385641,11002661,1492681,1336900,3800000,17632242
OP Domain Chittagaon,Noakhali Zone,Sonaimuri Region,Natherpetua,0824,54,878,800,9305000,53044664,7308726,60353390,1425926,192500,1618426,7214920,3078521,2938500,195000,13426941
OP Domain Rangpur,Polashbari Zone,Ghoraghat Region,Kamdia,0825,73,1538,1407,6821000,49647784,5859749,55507533,9136169,1365473,10501642,6159809,1512379,2833900,250000,10756088
OP Domain Comilla,Comilla West Zone,Homna Region,Dulalpur,0826,62,904,805,9880000,64558208,9467387,74025595,4165669,588163,4753832,10877970,4196369,2836900,6595000,24506239
OP Domain Comilla,Comilla Zone,Choddogram Region,Kashinagar,0827,67,660,628,6550000,48417868,6943964,55361832,8580202,1183231,9763433,7031202,2046282,1944300,720000,11741784
OP Domain Chittagaon,Chittagong South Zone,Ranguniea Region,Shilok,0828,63,1181,1105,12265000,67181904,9247564,76429468,2713347,364636,3077983,10233902,7128344,4596600,3750000,25708846
OP Domain Rangpur,Rangpur Zone,Damurchakla Region,Pautanahat,0829,81,1654,1450,8535000,47997299,6360324,54357623,3228869,417460,3646329,15696794,1955183,2550100,800000,21002077
OP Domain Mymensingh,Jamalpur Zone,Sherpur-2 Region,Sreebordi,0830,74,976,860,6550000,39262836,5189474,44452310,2289083,298543,2587626,7142016,1979358,2240800,170000,11532174
OP Domain Mymensingh,Jamalpur Zone,Sherpur-2 Region,Jhenaigati,0831,64,1298,1103,7460000,48212394,6412926,54625320,2883535,380546,3264081,8266934,4119046,2297200,40000,14723180
OP Domain Comilla,Chandpur Zone,Motlob Region,Natun Bazar-2,0832,64,805,749,10270000,61279062,9310727,70589788,3728620,504598,4233218,10847512,3123604,3091700,425000,17487816
OP Domain Comilla,Comilla Zone,Chandina Region,Nimsar,0833,77,828,741,7340000,48357651,6801227,55158877,7372526,990604,8363130,7245486,3957563,2151000,445000,13799049
OP Domain Mymensingh,Jamalpur Zone,Jamalpur Region,Melandah,0834,64,896,753,6840000,41411430,5570546,46981976,2613804,343252,2957056,7559092,2316191,2008600,1325000,13208883
OP Domain Barisal,Madaripur Zone,Vedorgonj Region,Gosairhat,0835,52,939,882,5995000,36106926,4863926,40970852,4672930,607810,5280740,7032977,2032127,1553000,1325000,11943104
OP Domain Comilla,Chandpur Zone,Chandpur Region,Mohamaya,0836,68,784,740,4200000,34788275,4923264,39711539,4423643,593628,5017271,6436855,1783876,917800,1270000,10408531
OP Domain Comilla,Comilla West Zone,Gowripur Region,Daudkandi,0837,62,766,723,7475000,52712745,7823759,60536503,9650034,1378146,11028180,4970141,4303519,1772600,5050000,16096260
OP Domain Comilla,Chandpur Zone,Chandpur Region,Rampur,0838,63,693,645,5600000,35657094,5343737,41000831,7517286,1012796,8530082,4498228,1325988,803300,0,6627516
OP Domain Khulna,Jessore Zone,Jessore Region,Bagharpara,0839,62,1297,1150,4045000,29526770,3894837,33421607,8789416,1152176,9941592,5655662,1273349,684700,500000,8113711
OP Domain Comilla,Comilla West Zone,Kutir Bazar Region,Kutir Bazar,0840,42,542,508,5640000,39724954,6114433,45839388,5996656,831545,6828201,3614283,2990973,1111600,0,7716856
OP Domain Khulna,Kushtia Zone,Alamdanga Region,Dakbangla,0841,78,1340,1188,5620000,42482911,5700752,48183663,13731512,1905385,15636897,6548058,1244021,751000,0,8543079
OP Domain Khulna,Khulna Zone,Bagerhat Region,Fakirhat,0842,60,971,878,3570000,30087641,4076861,34164502,9086534,1262027,10348561,4884861,896093,865600,25000,6671554
OP Domain Mymensingh,Jamalpur Zone,Jamalpur Region,Islampur-2,0843,63,1136,840,8500000,47560596,6357817,53918413,2180962,285666,2466628,10629281,2422195,3355500,3950000,20356976
OP Domain Chittagaon,Satkania Zone,Eidgaon Region,Eidgaon,0844,52,1071,963,6670000,44185277,5903996,50089273,5012792,659118,5671910,8219911,2811473,2330500,235000,13596884
OP Domain Khulna,Jessore Zone,Jhenidaha Region,Hat Gopalpur,0845,62,1191,1079,3710000,28512739,3741520,32254259,7430491,961284,8391775,4818816,955562,695000,0,6469378
OP Domain Barisal,Barisal Zone,Rajapur Region,Bhandaria,0846,63,853,799,4940000,31228331,4145875,35374206,3251131,417866,3668997,6099112,1930536,1038800,0,9068448
OP Domain Barisal,Barisal Zone,Rajapur Region,Rajapur-3,0847,62,887,856,6170000,30837332,4087697,34925029,2653475,343165,2996640,8377904,2499458,811600,3150000,14838962
OP Domain Chittagaon,Chittagong South Zone,Nazirhat Region,Kazirhat-2,0848,51,664,635,4390000,30166062,4078524,34244586,3220519,429738,3650257,3449315,2804811,1579300,45000,7878426
OP Domain Barisal,Barisal Zone,Rajapur Region,Pirojpur,0849,62,848,757,4225000,27689256,3725078,31414334,3106161,399469,3505630,9707877,1710287,1408800,450000,13276964
OP Domain Khulna,Khulna Zone,Bagerhat Region,Foyla,0850,74,1016,953,4790000,33581956,4813167,38395123,8051240,1379713,9430953,6867129,1377538,1456000,200000,9900667
OP Domain Mymensingh,Jamalpur Zone,Jamalpur Region,Nandina,0851,66,925,790,6450000,39061530,5199482,44261012,2613842,342549,2956391,6871089,1826319,1689700,550000,10937108
OP Domain Comilla,Comilla Zone,Choddogram Region,Chowara,0852,46,651,621,6620000,39767485,5612694,45380179,4702485,632708,5335193,5347387,2421799,2227200,75000,10071386
OP Domain Comilla,Comilla Zone,Comilla Region,Brahmanpara,0853,60,654,626,7490000,45811257,6281023,52092280,6293427,840041,7133468,6387291,2309838,2489300,1025000,12211429
OP Domain Comilla,Chandpur Zone,Motlob Region,Kalirbazar-2,0854,60,609,563,6955000,45300176,6986001,52286177,5152654,698940,5851595,6602736,1449938,1838300,450000,10340974
OP Domain Comilla,Comilla West Zone,Srikail Region,Srikail,0855,47,527,474,7480000,42401480,6032738,48434218,1296195,173946,1470141,9943299,2869125,2959700,450000,16222124
OP Domain Comilla,Laxmipur Zone,Laxmipur Region,Sompara,0856,44,486,404,6120000,33965105,5118303,39083408,1263373,221177,1484550,5419243,2594159,1491400,325000,9829802
OP Domain Rajshahi,Naogaon Zone,Raninagor Region,Bandikhara,0857,55,811,700,4885000,27254802,3767598,31022400,2170581,289032,2459613,7863090,1056413,1090500,2300000,12310003
OP Domain Mymensingh,Gazipur Zone,Valuka Region,Seedstore,0858,58,842,757,6620000,41556961,5465023,47021984,2644609,343500,2988109,7850584,1841761,2302500,25000,12019845
OP Domain Khulna,Jessore Zone,Lohagara Region,Tungipara,0859,65,1059,972,4450000,31340390,4162236,35502626,6357311,852710,7210021,6100609,1324561,1077000,0,8502170
OP Domain Dhaka,Dhaka South Zone,Ruhitpur Region,Ruhitpur,0860,47,679,536,5220000,32773319,4398819,37172138,4710026,623272,5333298,5238533,1416122,1006000,0,7660655
OP Domain Sylhet,Hobigonj Zone,Ashugonj Region,Nasirnagar,0861,50,668,611,7630000,43688087,5864180,49552267,3607078,479042,4086120,8877007,1558031,1819900,0,12254938
OP Domain Mymensingh,Netrokona Zone,Mymensingh Region,Sumbogong,0862,62,979,887,4550000,28885119,3760213,32645332,5003518,638886,5642404,4023007,2251621,1365200,0,7639828
OP Domain Chittagaon,Feni Zone,Gunoboti Region,Nangalkot,0863,60,717,615,6830000,41457872,6181855,47639727,2931896,388700,3320596,5150425,2016040,1857200,1240000,10263665
OP Domain Sylhet,Beanibazar Zone,Juri Region,Shahbajpur,0864,62,1427,1289,8590000,54633326,7313142,61946468,122136,16217,138353,17833257,5000123,8200500,5425000,36458880
OP Domain Dhaka,Dhamrai Zone,Dhamrai Region,Saturia,0865,55,636,579,3295000,21049714,2779020,23828734,4373451,566675,4940126,4877421,664338,531200,2000000,8072959
OP Domain Comilla,Comilla Zone,Chandina Region,Kangshanagar,0866,64,607,586,6110000,37719806,5169660,42889466,8275566,1113394,9388960,3874240,2760909,1316700,600000,8551849
OP Domain Khulna,Kushtia Zone,Alamdanga Region,Horinakundo,0867,48,919,843,3765000,25195824,3309979,28505803,7078534,926744,8005278,5106365,670353,438700,0,6215418
OP Domain Comilla,Chandpur Zone,Foridjonj Region,Bhatra-2,0868,54,512,495,6950000,38775330,5563965,44339295,1204021,160274,1364295,4458153,1530323,1820800,800000,8609276
OP Domain Sylhet,Sylhet Zone,Biswanath Region,Gobindogonj-3,0869,69,1337,1160,10990000,63935915,8386389,72322304,3870505,512296,4382801,16195461,3490829,6805500,0,26491790
OP Domain Sylhet,Sunamganj Zone,Jawabazar Region,Banglabazar-2,0870,101,1959,1653,21160000,120605128,16274264,136879392,631192,85211,716403,24030628,5229765,13371100,125000,42756493
OP Domain Sylhet,Sunamganj Zone,Sunamganj Region,Shantiganj,0871,52,1031,944,8720000,51968174,6876005,58844179,4344550,570753,4915303,11325321,2617860,3977500,0,17920681
OP Domain Comilla,Comilla West Zone,Kutir Bazar Region,Kasba,0872,46,466,434,8050000,42270316,6328833,48599149,2048109,271283,2319392,5806420,3905215,1985200,425000,12121835
OP Domain Chittagaon,Chittagong North Zone,Mirasorai Region,Abu torab,0873,43,623,554,4415000,30942755,4465490,35408245,3355380,447086,3802466,4080214,2550765,1703834,1344600,9679413
OP Domain Mymensingh,Jamalpur Zone,Sherpur-2 Region,Tinani,0874,58,805,633,4295000,24832841,3286136,28118977,1302131,169757,1471888,4022194,2301415,1054900,900000,8278509
OP Domain Mymensingh,Tangail Zone,Ghatail Region,Gopalpur,0875,60,849,647,4545000,27929168,3762424,31691593,1385505,179856,1565361,8187065,1381626,1406700,400000,11375391
OP Domain Mymensingh,Jamalpur Zone,Sarishabari Region,Sarishabari,0876,61,1041,800,8075000,42056150,5676898,47733048,994705,130759,1125464,21966724,2091535,2553900,8600000,35212159
OP Domain Chittagaon,Feni Zone,Dagonbuyan Region,Chaprashirhat,0877,42,592,537,5913000,31519925,4298492,35818416,2071511,274703,2346214,4790216,2426120,1768900,280000,9265236
OP Domain Khulna,Kushtia Zone,RAJBARI REGION,Kalukhali,0878,67,719,590,4350000,25677709,3429731,29107440,1774975,233356,2008331,7527673,920287,1119700,0,9567660
OP Domain Mymensingh,Netrokona Zone,Kishoreganj Region,Hossainpur,0879,60,814,739,5460000,31524210,4283098,35807308,1021645,133796,1155441,6485036,1609259,1338400,0,9432695
OP Domain Barisal,Barisal Zone,Ujirpur Region,Babuganj,0880,62,833,702,5345000,30018469,4135108,34153577,1757393,228432,1985825,10222319,2016581,2068600,1075000,15382500
OP Domain Khulna,Kushtia Zone,CHUADANGA REGION,Baradi,0881,66,870,783,5005000,31741312,4207922,35949234,3505124,460441,3965565,5557934,968172,593300,0,7119406
OP Domain Khulna,Kushtia Zone,CHUADANGA AREA,Darshana,0882,63,948,875,4610000,28209537,3710788,31920325,3004792,392185,3396977,5735964,1173686,796300,25000,7730950
OP Domain Chittagaon,Chittagong North Zone,Kumira Region,Shiber Hat,0883,60,658,604,8980000,46957905,6709102,53667007,310849,41041,351890,6556679,4102462,1828600,900000,13387741
OP Domain Chittagaon,Feni Zone,Dagonbuyan Region,Olamabazar,0884,34,523,461,6355000,31389196,4923368,36312564,2321227,310833,2632060,3687740,1496465,1013800,100000,6298005
OP Domain Comilla,Comilla West Zone,Kutir Bazar Region,Nayanpur,0885,32,331,320,5360000,32991094,4901387,37892481,1314442,185175,1499617,4406440,2251306,1282200,375000,8314946
OP Domain Comilla,Laxmipur Zone,Alexander Region,Shantirhat-2,0886,36,486,474,4980000,31591847,4264288,35856135,373312,50397,423709,3349949,2289502,1594400,0,7233851
OP Domain Sylhet,Moulvibazar Zone,Auskandi Region,Imambari,0887,32,563,524,6680000,33181911,4470777,37652688,331435,44445,375880,7787085,1772585,1858500,0,11418170
OP Domain Sylhet,Moulvibazar Zone,Komolganj Region,Khagabola,0888,46,592,531,8255000,40117387,5401099,45518486,203071,27101,230172,9121821,1878505,2625900,0,13626226
OP Domain Sylhet,Sunamganj Zone,Sunamganj Region,Ambari-2,0889,50,772,711,8380000,47137354,6349537,53486891,30601,4006,34607,11294921,2230066,4200130,200000,17925117
OP Domain Comilla,Laxmipur Zone,Raypur Region,Gridakalindia,0890,28,341,312,2610000,21154641,3023710,24178351,2935599,392029,3327628,2260491,1035308,607672,150000,4053471
OP Domain Comilla,Chandpur Zone,kochua Region,Jagatpur,0891,42,592,488,9110000,47459881,7399691,54859571,127799,24054,151853,6675093,1488491,1630400,200000,9993984
OP Domain Comilla,Comilla Zone,Bagmara Region,Bijoypur,0892,26,349,328,6100000,31680664,5105972,36786636,558379,79276,637655,3541229,965210,1121800,50000,5678239
OP Domain Mymensingh,Gazipur Zone,Valuka Region,Valuka,0893,67,735,635,6180000,32327365,4244438,36571803,754142,99523,853665,5927033,1767826,1307200,0,9002059
OP Domain Mymensingh,Gazipur Zone,Trishal Region,Trishal,0894,67,882,798,5460000,36627566,4827462,41455028,1145979,149126,1295105,6518883,2132901,1420400,75000,10147184
OP Domain Sylhet,Hobigonj Zone,Hobigonj Region,Ajmiriganj,0895,30,651,577,7430000,37355919,5021888,42377807,210372,28141,238513,13053854,1237144,2340000,550000,17180998
OP Domain Mymensingh,Jamalpur Zone,Jamalpur Region,Muktagacha,0896,61,768,630,7170000,34930848,4783594,39714442,677900,87907,765807,8640526,1832865,1970700,100000,12544091
OP Domain Mymensingh,Jamalpur Zone,Jamalpur Region,Chechua,0897,60,818,702,5085000,30186749,4029433,34216182,842386,109011,951397,5613802,1337791,1186200,0,8137793
OP Domain Mymensingh,Gazipur Zone,Trishal Region,Fulbaria,0898,74,1116,977,6920000,37561190,4843187,42404377,299941,38366,338307,6696520,1904922,1468800,0,10070242
OP Domain Sylhet,Sylhet Zone,Khadimnagar Region,Horipur,0899,39,1119,1054,7700000,43678607,5833855,49512462,815868,108958,924826,13040762,2521450,2548200,100000,18210412
OP Domain Sylhet,Sunamganj Zone,Jawabazar Region,Dularbazar,0900,40,815,662,10120000,53941796,7281026,61222822,0,0,0,11117650,947296,3342000,0,15406946
OP Domain Bogra,Bogra Central Zone,Central Region,Central Branch,0901,100,1174,1099,5565000,42898270,6608390,49506660,8644575,1279106,9923681,11751834,1522571,1445500,2150000,16869905
OP Domain Bogra,Bogra North Zone,Gabtoli Region,Hatfulbari Branch,0902,131,1842,1537,9630000,67173940,9992441,77166381,5127859,713925,5841784,20647998,2902897,7382600,2190000,33123495
OP Domain Bogra,Bogra North Zone,Shibganj Region,Pirob Branch,0903,98,1221,1154,7840000,51452300,7266400,58718700,8292063,1120378,9412441,11553993,1640187,2708000,840000,16742180
OP Domain Bogra,Bogra Central Zone,Banani Region,Shahjahanpur Branch,0904,139,1444,1326,7175000,67474607,10421262,77895869,21204168,2599365,23803533,11091591,1766955,1289700,700000,14848246
OP Domain Bogra,Bogra Central Zone,Bogura Town Region,Kahalu Branch,0905,99,1324,1211,8585000,56784969,8811204,65596173,6862986,935509,7798495,14807689,1908978,3093600,375000,20185267
OP Domain Bogra,Sirajganj Zone,Kamarkhanda Region,Kamarkanda Branch,0906,60,1209,931,7185000,39568315,5613994,45182309,3495936,477916,3973852,13699570,1874403,4370200,6030000,25974173
OP Domain Bogra,Bogra North Zone,Baluahat Region,Mokamtola Branch,0907,108,1711,1602,7946000,65241049,9266012,74507061,15562320,2123889,17686209,14209530,2142964,2763050,1300000,20415544
OP Domain Bogra,Bogra Central Zone,Banani Region,Fultola Branch,0908,89,1350,1183,8046000,58016193,8699064,66715258,12036554,1744421,13780975,22839406,2615833,2892300,2910000,31257539
OP Domain Bogra,Bogra Central Zone,Bogura Town Region,Naruli Branch,0909,99,1585,1407,7900000,66595732,10432346,77028078,15340178,2085341,17425519,24021149,2080316,2461600,8130000,36693065
OP Domain Bogra,Joypurhat Zone,Joypurhat Region,Joypurhat Branch,0910,94,1539,1217,5610000,43069943,6036119,49106062,11110264,1502360,12612624,7377971,1097802,1410400,4250000,14136173
OP Domain Bogra,Joypurhat Zone,Hakimpur Region,Panchbibi Branch,0911,117,1734,1333,6746000,52093334,7637130,59730464,12204920,1746205,13951125,10823003,1663147,2647100,4150000,19283250
OP Domain Bogra,Joypurhat Zone,Kalai Region,Kalai Branch,0912,122,2010,1656,9305000,60869908,8415520,69285428,14862488,1996248,16858736,13222449,1918598,3230600,2690000,21061647
OP Domain Bogra,Bogra Central Zone,Bogura Town Region,Bogra Shohor Branch,0913,97,1385,1246,9325000,68797535,11068890,79866425,14490706,2081289,16571995,20206732,3122745,3323600,7325000,33978077
OP Domain Rajshahi,Naogaon Zone,Naogaon Region,Santahar Branch,0914,115,1769,1523,6895000,59110390,8770674,67881064,19243939,2815733,22059672,10713705,1983118,2603500,2500000,17800323
OP Domain Bogra,Bogra South Zone,Sherpur Region,Sherpur Branch,0915,107,2121,1917,12885000,99759362,14606360,114365722,21583981,3122232,24706213,28592170,5295983,4802800,6850000,45540953
OP Domain Bogra,Bogra North Zone,Gabtoli Region,Gabtoli Branch,0916,72,1079,1012,5105000,37276822,5677829,42954650,9197896,1257022,10454918,8382622,907666,505700,1025000,10820988
OP Domain Bogra,Joypurhat Zone,Hakimpur Region,Hakimpur Branch,0917,123,2256,1866,10265000,76942716,10991612,87934328,16650419,2276807,18927226,17273403,2264168,2442900,5050000,27030471
